year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2009,43,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Yes,5.301029996,200.5432623
2006,43,Separated,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.62324929,101.8243521
2009,40,Never Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,5.096910013,163.515864
2005,59,Married,White,HS Grad,Middle Atlantic,Information,Good,No,4.653212514,104.9215065
2008,53,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.698970004,109.8339856
2004,32,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.653212514,104.9215065
2008,48,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.681241237,107.9039239
2008,37,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,No,5.204119983,182.020621
2006,20,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,No,4.318063335,75.04315402
2004,32,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.113943352,61.18752643
2004,40,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.447158031,85.38394038
2004,48,Married,White,Some College,Middle Atlantic,Information,Good,Yes,4.818859053,123.8237338
2005,43,Married,White,College Grad,Middle Atlantic,Information,Good,Yes,5.176091259,176.9896505
2009,56,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.77815125,118.8843593
2003,55,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,No,5.591980114,268.266292
2008,38,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.494154594,89.49247952
2006,52,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.531478917,92.89584479
2003,40,Married,White,Advanced Degree,Middle Atlantic,Information,Good,No,4.84509804,127.1157438
2005,29,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.748188027,115.3750386
2007,45,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.875072844,130.9836943
2003,39,Married,Asian,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.230448921,68.74808773
2005,50,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5.204119983,182.020621
2003,50,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.968482949,143.8085568
2004,57,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.903089987,134.7053751
2003,30,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.146128036,63.188861
2005,56,Divorced,Black,Some College,Middle Atlantic,Information,Very Good,Yes,4.322219295,75.35567932
2008,43,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.17609705,176.9906754
2004,43,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.653212514,104.9215065
2005,67,Married,Black,Some College,Middle Atlantic,Information,Good,Yes,4.812913357,123.0896998
2005,50,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.716003344,111.7208494
2005,49,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.716003344,111.7208494
2004,50,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.477121255,87.98103279
2004,59,Married,Black,College Grad,Middle Atlantic,Information,Very Good,Yes,4.971275849,144.2107612
2007,51,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.763427994,117.1468169
2005,39,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.361727836,78.3924668
2009,54,Married,Black,Some College,Middle Atlantic,Industrial,Good,Yes,4.602059991,99.6894637
2004,55,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.812913357,123.0896998
2005,45,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.84509804,127.1157438
2003,54,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.934498451,139.0034081
2008,23,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.84509804,127.1157438
2003,74,Widowed,Black,College Grad,Middle Atlantic,Information,Good,No,4.255272505,70.47601965
2005,52,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.698970004,109.8339856
2005,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.260071388,70.81503862
2008,45,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.255272505,70.47601965
2004,37,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,5.176091259,176.9896505
2005,55,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.73239376,113.5670896
2004,25,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.414973348,82.6796373
2008,66,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5,148.4131591
2007,47,Never Married,Black,College Grad,Middle Atlantic,Information,Very Good,Yes,5.08278537,161.2224955
2005,36,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.84509804,127.1157438
2004,63,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.903089987,134.7053751
2003,44,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5.079181246,160.6424754
2009,37,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.590617833,267.9010869
2006,32,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.653212514,104.9215065
2004,43,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.903089987,134.7053751
2009,37,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.812913357,123.0896998
2009,26,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.204119983,66.96164432
2004,39,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.51851394,91.69922611
2008,45,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.079181246,160.6424754
2009,40,Never Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.919078092,136.8763676
2006,51,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.033423755,153.4575153
2009,52,Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.113943352,61.18752643
2007,43,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.176091259,65.11085372
2005,52,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.740362689,114.4757133
2005,50,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.204119983,182.020621
2005,54,Married,White,College Grad,Middle Atlantic,Information,Very Good,No,4.740362689,114.4757133
2004,28,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.579783597,97.49329405
2003,28,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.919078092,136.8763676
2005,26,Never Married,Asian,College Grad,Middle Atlantic,Information,Good,No,4.579783597,97.49329405
2009,45,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.397940009,81.28325328
2003,34,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.301029996,73.77574327
2006,73,Married,Black,HS Grad,Middle Atlantic,Information,Good,Yes,4.77815125,118.8843593
2009,31,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.73239376,113.5670896
2005,29,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.505149978,90.48191336
2008,40,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.079181246,160.6424754
2003,38,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.190331698,179.5280922
2004,42,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.995635195,147.7667762
2007,50,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.477121255,87.98103279
2008,51,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.07809415,59.03285483
2009,40,Separated,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.675778342,107.3160632
2008,25,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,No,3.903089987,49.55533812
2009,47,Divorced,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.973127854,144.4780877
2009,27,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.397940009,81.28325328
2003,53,Divorced,White,College Grad,Middle Atlantic,Industrial,Good,No,4.402261382,81.63526865
2004,67,Married,Black,Below HS Grad,Middle Atlantic,Information,Very Good,Yes,4.477121255,87.98103279
2008,40,Married,Asian,College Grad,Middle Atlantic,Information,Good,Yes,4.875061263,130.9821774
2003,44,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.477121255,87.98103279
2004,33,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.397940009,81.28325328
2004,29,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.491361694,89.24288466
2003,32,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.737192643,114.1133945
2009,27,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.653212514,104.9215065
2003,40,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.72427587,112.6488963
2008,36,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.041392685,56.90553914
2003,48,Never Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.477121255,87.98103279
2004,56,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.77815125,118.8843593
2004,24,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.84509804,127.1157438
2006,53,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,4.903089987,134.7053751
2008,34,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.681241237,107.9039239
2007,61,Married,White,Some College,Middle Atlantic,Information,Very Good,No,5.641005851,281.7459706
2004,38,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,3.875061263,48.18565022
2007,55,Widowed,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.84509804,127.1157438
2005,70,Married,White,College Grad,Middle Atlantic,Information,Good,No,3.919078092,50.35400164
2003,24,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.397940009,81.28325328
2006,22,Separated,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.318063335,75.04315402
2007,38,Divorced,Black,College Grad,Middle Atlantic,Information,Very Good,Yes,4.653212514,104.9215065
2004,29,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.380211242,79.85490031
2006,30,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.875061263,130.9821774
2007,38,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.146128036,171.7651326
2007,49,Separated,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.579783597,97.49329405
2009,71,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.591064607,98.59934386
2005,32,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.431363764,84.04595765
2003,40,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.701322708,299.2629768
2004,32,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.260071388,70.81503862
2006,33,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.414973348,82.6796373
2003,40,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.301029996,73.77574327
2005,25,Never Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.350248018,77.49768139
2003,36,Separated,Black,Some College,Middle Atlantic,Information,Good,No,4.51851394,91.69922611
2003,46,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.954242509,141.7751723
2009,59,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,No,4.540329475,93.72167396
2003,49,Never Married,White,Advanced Degree,Middle Atlantic,Industrial,Good,No,4.963787827,143.1349408
2005,41,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.51851394,91.69922611
2007,42,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.875061263,130.9821774
2009,59,Married,Black,Some College,Middle Atlantic,Information,Very Good,No,4.477121255,87.98103279
2004,27,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.337139663,76.4884434
2006,30,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.272305844,71.68674367
2005,54,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.477121255,87.98103279
2005,31,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.389166084,80.57319971
2007,34,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.096910013,163.515864
2007,47,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.681241237,107.9039239
2003,40,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.892094603,133.2323508
2007,29,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.301029996,73.77574327
2003,58,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,Yes,4.477121255,87.98103279
2006,41,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.779235632,119.0133452
2004,56,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.626217146,102.1270009
2008,52,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.919078092,136.8763676
2003,53,Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.77815125,118.8843593
2003,37,Divorced,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.176091259,65.11085372
2009,30,Never Married,Black,Some College,Middle Atlantic,Industrial,Very Good,No,4.544068044,94.07271475
2004,35,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.929418926,138.2991269
2006,40,Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.77815125,118.8843593
2007,54,Married,Asian,HS Grad,Middle Atlantic,Industrial,Good,No,4.380211242,79.85490031
2007,22,Never Married,Asian,College Grad,Middle Atlantic,Information,Good,Yes,4.146128036,63.188861
2005,37,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.903089987,134.7053751
2005,39,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,5.690329893,295.99125
2009,62,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.698970004,109.8339856
2007,47,Married,White,Some College,Middle Atlantic,Information,Good,Yes,4.653212514,104.9215065
2003,51,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,5,148.4131591
2006,47,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.602059991,99.6894637
2003,28,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.77815125,118.8843593
2005,65,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.561101384,95.68881191
2005,42,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.740362689,114.4757133
2007,58,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.653212514,104.9215065
2007,32,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.62324929,101.8243521
2003,34,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.986771734,146.4628385
2007,49,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.380211242,79.85490031
2008,39,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.977723605,145.1436012
2008,44,Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.336059278,76.40585107
2009,38,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.431363764,84.04595765
2008,48,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.748188027,115.3750386
2006,47,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.662757832,105.9278108
2009,40,Married,Other,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.278753601,72.15045568
2005,27,Separated,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.380211242,79.85490031
2004,42,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.643452676,103.9024706
2004,30,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.488550717,88.99237719
2007,31,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.602059991,99.6894637
2007,29,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.72427587,112.6488963
2006,53,Divorced,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,4.929418926,138.2991269
2009,37,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.230448921,68.74808773
